site_code,SppRich,Simp,Shan,EvenJ,E10,Abund,S_PIE,Turnover,Turnover_app,Turnover_disapp,rare.sppRich,ept_spp_richness,ept_abundance,crustacea_spp_richness,crustacea_abundance,diptera_spp_richness,diptera_abundance,mollusc_spp_richness,mollusc_abundance,insect_spp_richness,insect_abundance,annelid_spp_richness,annelid_abundance
LTR1_2010,30,0.914962706,2.735036821,0.8041394,0.091167894,432,12.06062962,NA,NA,NA,30,11,160,3,119,3,74,2,7,22,263,3,43
LTR1_2012,26,0.909158059,2.743612927,0.842090741,0.105523574,1217,11.09948398,0.697674419,0.302325581,0.395348837,24.50440711,3,47,2,93,6,331,7,422,14,459,3,243
LTR1_2013,28,0.922983245,2.844657825,0.853686446,0.101594922,2311,13.05190042,0.578947368,0.315789474,0.263157895,26.84826666,7,884,2,72,6,573,4,205,20,1760,2,274
LTR1_2014,25,0.933337533,2.933076872,0.911211563,0.117323075,756,15.28438303,0.527777778,0.222222222,0.305555556,24.95378199,5,162,3,80,4,183,6,113,13,438,3,125
LTR1_2015,35,0.926065191,3.00352404,0.844790436,0.085814973,1361,13.65115421,0.636363636,0.431818182,0.204545455,33.63442214,9,269,4,37,5,199,11,571,18,499,2,254
LTR1_2016,25,0.75928075,1.76229489,0.54748769,0.070491796,3107,4.158439998,0.604651163,0.186046512,0.418604651,17.62549941,3,81,3,97,4,1100,4,563,13,1237,5,1210
LTR1_2017,31,0.933619613,2.967288918,0.864094343,0.095718997,1023,15.27490284,0.634146341,0.390243902,0.243902439,28.28433468,6,182,3,210,4,123,8,291,17,389,3,133
LTR1_2020,35,0.946884852,3.185833732,0.89606803,0.091023821,611,19.39379748,0.68,0.38,0.3,34.28636444,4,81,2,46,4,101,11,200,19,274,3,91
LTR105_2010,12,0.844835069,1.980843348,0.797150005,0.165070279,192,6.633863965,NA,NA,NA,12,1,42,1,4,2,57,2,51,6,102,3,35
LTR105_2012,32,0.788996379,2.113904986,0.609944048,0.066059531,819,4.761018804,0.777777778,0.666666667,0.111111111,20.57345541,8,399,2,84,3,19,5,45,22,674,3,16
LTR105_2013,27,0.924503017,2.876594924,0.872796513,0.106540553,1455,13.35806382,0.717391304,0.304347826,0.413043478,24.92661732,5,679,1,27,4,178,7,294,16,994,3,140
LTR105_2014,29,0.916817631,2.846041873,0.845201021,0.098139375,554,12.26625561,0.697674419,0.372093023,0.325581395,25.50768585,7,184,1,10,1,18,7,107,19,403,2,34
LTR105_2015,36,0.937607583,3.147642179,0.878366274,0.087434505,463,16.56644981,0.796296296,0.462962963,0.333333333,32.82940384,11,188,0,0,2,26,9,115,25,310,2,38
LTR105_2016,37,0.955221172,3.307518347,0.915977163,0.089392388,575,23.19395643,0.648148148,0.333333333,0.314814815,33.15995914,12,264,1,13,0,0,7,125,24,379,5,58
LTR105_2017,27,0.915922068,2.749931884,0.83436529,0.101849329,720,12.07670415,0.814814815,0.314814815,0.5,22.47770308,7,298,1,56,4,140,3,74,19,550,3,38
LTR105_2020,21,0.640984237,1.741566878,0.57203286,0.082931756,255,2.805110437,0.769230769,0.307692308,0.461538462,18.9922098,4,169,1,1,2,37,3,12,14,228,3,14
LTR11_2010,6,0.7575,1.553448608,0.866996176,0.258908101,40,4.482758621,NA,NA,NA,6,1,1,1,11,0,0,4,28,1,1,0,0
LTR11_2012,13,0.866303024,2.208113998,0.860880154,0.169854923,359,7.617472736,0.733333333,0.6,0.133333333,10.25411158,1,8,2,64,1,79,5,171,3,88,3,36
LTR11_2013,17,0.815729766,2.060931558,0.727418414,0.121231268,568,5.469515302,0.695652174,0.434782609,0.260869565,10.0745375,2,57,2,31,3,108,5,228,6,167,4,142
LTR11_2014,27,0.82388319,2.327214027,0.706107165,0.086193112,173,5.836798745,0.625,0.46875,0.15625,13.41436844,4,6,4,69,1,4,7,67,11,20,5,17
LTR11_2015,24,0.846963622,2.396337582,0.754026744,0.099847399,1071,6.568367838,0.756097561,0.341463415,0.414634146,12.89372726,1,1,1,25,2,36,10,827,8,77,5,142
LTR11_2016,19,0.917439741,2.63942082,0.896408735,0.138916885,1201,12.22557769,0.612903226,0.225806452,0.387096774,13.6690247,2,232,2,85,2,84,7,596,5,317,5,203
LTR11_2017,20,0.916711111,2.704545406,0.902799436,0.13522727,300,12.46525848,0.655172414,0.344827586,0.310344828,14.9412956,5,48,2,15,3,42,6,135,10,99,2,51
LTR11_2020,18,0.862412414,2.292968613,0.793312697,0.127387145,193,7.513381995,0.774193548,0.35483871,0.419354839,11.40410133,3,6,2,23,1,27,5,88,7,45,4,37
LTR127_2010,5,0.693194444,1.384544462,0.860265843,0.276908892,120,3.32247557,NA,NA,NA,4.924449429,0,0,1,16,1,13,2,68,1,13,1,23
LTR127_2011,11,0.499555983,1.10429587,0.460527147,0.100390534,387,2.00340647,0.857142857,0.642857143,0.214285714,5.036391535,0,0,0,0,2,33,3,67,4,35,4,285
LTR127_2012,7,0.751111111,1.569939938,0.806789532,0.224277134,30,4.484536082,0.941176471,0.352941176,0.588235294,7,0,0,1,6,1,10,5,14,1,10,0,0
LTR127_2013,11,0.616739477,1.232069767,0.513813001,0.112006342,1120,2.612948824,0.8,0.533333333,0.266666667,4.898156098,0,0,4,462,2,51,2,591,4,54,1,13
LTR127_2014,14,0.713623563,1.690405189,0.640533713,0.120743228,623,3.505953243,0.863636364,0.5,0.363636364,7.427934097,0,0,1,14,3,47,6,229,4,65,3,315
LTR127_2015,9,0.727158138,1.522364582,0.69285798,0.16915162,239,3.70663365,0.722222222,0.222222222,0.5,5.547024722,0,0,2,58,2,72,2,2,3,74,2,105
LTR127_2016,15,0.850890852,2.211574292,0.816666652,0.147438286,247,6.865762712,0.736842105,0.526315789,0.210526316,9.964449597,1,7,4,79,3,80,4,41,5,88,2,39
LTR127_2017,13,0.79836964,1.954134116,0.761860701,0.150318009,653,4.989873892,0.526315789,0.210526316,0.315789474,8.429674728,1,22,2,182,2,263,6,165,3,285,2,21
LTR127_2020,24,0.722125618,1.522042601,0.478922851,0.063418442,6159,3.600267805,0.806451613,0.580645161,0.225806452,5.510807687,4,1113,5,2372,3,2533,4,33,12,3690,2,63
LTR1282_2010,23,0.908411376,2.73437899,0.872072727,0.118886043,590,11.10539435,NA,NA,NA,21.81197477,15,233,1,19,2,52,3,92,18,353,1,126
LTR1282_2012,28,0.91036595,2.677960155,0.803660204,0.095641434,651,11.33356546,0.657894737,0.394736842,0.263157895,22.76317351,14,328,1,1,5,114,2,11,24,562,1,77
LTR1282_2013,35,0.920614904,2.813814026,0.791431381,0.080394686,461,12.92260817,0.425,0.3,0.125,29.22305233,13,215,1,1,8,113,2,7,31,429,1,24
LTR1282_2014,26,0.944096061,3.037609243,0.932326347,0.116831125,695,18.33396685,0.644444444,0.222222222,0.422222222,25.50525882,10,294,0,0,3,124,5,116,19,529,2,50
LTR1282_2015,35,0.883029025,2.570982575,0.723131049,0.073456645,1628,8.588981484,0.613636364,0.409090909,0.204545455,24.50577518,17,825,0,0,7,205,3,34,31,1540,1,54
LTR1282_2016,37,0.95951051,3.354142998,0.928889296,0.090652513,775,25.47782875,0.530612245,0.285714286,0.244897959,34.23593819,19,433,0,0,6,136,3,62,32,653,2,60
LTR1282_2017,33,0.729302453,2.038266797,0.582943626,0.061765661,3333,3.697149226,0.75,0.339285714,0.410714286,22.96040497,12,873,0,0,7,116,4,50,26,1594,3,1689
LTR1282_2020,14,0.828828533,2.06166814,0.781213851,0.14726201,247,5.959395842,0.931818182,0.25,0.681818182,14,1,8,2,41,3,72,1,5,9,118,2,83
LTR13_2010,11,0.772816635,1.737562215,0.724619726,0.157960201,230,4.468103156,NA,NA,NA,6.899503605,1,14,1,1,1,87,6,84,3,102,1,43
LTR13_2011,19,0.888451249,2.477151705,0.841298367,0.130376406,232,9.284823285,0.695652174,0.52173913,0.173913043,11.98141769,1,2,3,38,2,57,9,97,5,61,2,36
LTR13_2012,6,0.46484375,1.022461135,0.570646425,0.170410189,32,1.92248062,0.80952381,0.095238095,0.714285714,6,0,0,1,23,0,0,4,8,0,0,0,0
LTR13_2013,13,0.855371901,2.101233221,0.819210412,0.161633325,198,7.128289474,0.8125,0.625,0.1875,8.716539946,0,0,2,79,3,59,5,40,5,61,1,18
LTR13_2014,17,0.876352156,2.331207117,0.822813828,0.13712983,278,8.299849105,0.695652174,0.434782609,0.260869565,10.60865808,0,0,3,41,4,67,6,98,5,68,2,70
LTR13_2015,13,0.69292862,1.437746565,0.560536044,0.11059589,1306,3.262212745,0.846153846,0.346153846,0.5,5.372074908,1,14,4,1196,3,45,2,13,5,67,2,30
LTR13_2016,22,0.675917891,1.64783814,0.533101103,0.074901734,1054,3.09176152,0.793103448,0.551724138,0.24137931,7.439084737,2,3,2,295,2,553,8,126,8,569,4,64
LTR13_2017,20,0.665091378,1.561357199,0.521193837,0.07806786,896,2.992529126,0.551724138,0.24137931,0.310344828,6.982859341,2,6,3,713,1,12,9,121,5,30,3,32
LTR13_2020,37,0.812187378,2.071927213,0.573795158,0.055998033,7593,5.327490345,0.642857143,0.523809524,0.119047619,8.907285488,5,23,4,3460,2,2210,12,1174,15,2288,6,671
LTR1301_2010,32,0.561340223,1.601465414,0.462085242,0.050045794,848,2.283120466,NA,NA,NA,19.35865661,13,710,1,4,8,70,0,0,27,821,4,23
LTR1301_2012,28,0.891250785,2.828240117,0.848759465,0.101008576,1945,9.234398812,0.8,0.36,0.44,26.44846613,16,1321,0,0,4,281,2,72,23,1727,3,146
LTR1301_2013,34,0.955754173,3.303741635,0.936870071,0.097168872,1689,22.89397103,0.652173913,0.391304348,0.260869565,32.30064021,15,937,0,0,6,287,3,105,29,1483,2,101
LTR1301_2014,24,0.944598721,2.992776083,0.941700878,0.124699003,531,18.6500994,0.711111111,0.244444444,0.466666667,23.0108556,11,255,0,0,5,162,3,27,18,457,3,47
LTR1301_2015,37,0.953550888,3.292485435,0.91181398,0.088986093,795,22.10034311,0.673913043,0.47826087,0.195652174,33.43970532,19,412,0,0,7,142,4,148,29,612,4,35
LTR1301_2016,22,0.883421031,2.517162098,0.814340837,0.114416459,1252,8.63015329,0.795918367,0.244897959,0.551020408,20.14197112,9,872,0,0,5,189,2,26,18,1134,2,92
LTR1301_2017,38,0.949431295,3.253448117,0.894397541,0.085617056,780,20.26345628,0.695652174,0.52173913,0.173913043,33.57454593,15,492,0,0,8,123,3,53,31,683,4,44
LTR1301_2020,18,0.903580247,2.546486266,0.881023785,0.141471459,180,10.94429348,0.727272727,0.136363636,0.590909091,18,6,48,0,0,3,32,2,27,15,118,1,35
LTR1319_2010,12,0.879409722,2.192086089,0.882160338,0.182673841,240,8.553534149,NA,NA,NA,10.9249919,3,93,0,0,1,1,4,115,8,125,0,0
LTR1319_2012,26,0.908666588,2.770240793,0.85026357,0.106547723,159,11.68465116,0.8125,0.625,0.1875,25.80807525,10,67,0,0,4,14,2,3,20,150,4,6
LTR1319_2013,29,0.948184088,3.096115744,0.91946651,0.106762612,1481,19.54069716,0.720930233,0.395348837,0.325581395,25.45579136,10,604,0,0,5,303,7,335,21,1110,1,36
LTR1319_2014,28,0.944510886,3.0595362,0.918171796,0.10926915,966,18.3451411,0.642857143,0.30952381,0.333333333,25.45267188,8,270,0,0,4,138,8,357,19,535,1,74
LTR1319_2015,33,0.947030196,3.159678233,0.903666924,0.095747825,887,19.26748063,0.613636364,0.363636364,0.25,28.95864178,13,454,0,0,4,46,7,261,24,592,2,34
LTR1319_2016,33,0.95238158,3.221260801,0.921279518,0.097613964,551,21.79275133,0.653061224,0.326530612,0.326530612,29.94033804,12,234,0,0,4,47,8,184,24,366,1,1
LTR1319_2017,26,0.616791187,1.611792873,0.494703842,0.061992034,1190,2.613080639,0.744680851,0.29787234,0.446808511,15.64571303,10,1044,0,0,4,34,3,18,22,1171,1,1
LTR1319_2020,23,0.89365829,2.604620757,0.830689064,0.113244381,154,9.950168919,0.710526316,0.315789474,0.394736842,23,5,42,0,0,5,16,4,21,18,131,1,2
LTR133_2010,12,0.865681268,2.192110802,0.882170283,0.1826759,305,7.606234619,NA,NA,NA,10.96341862,5,125,0,0,1,1,2,75,9,155,1,75
LTR133_2012,14,0.886855361,2.345830762,0.888889656,0.16755934,1216,8.895632383,0.761904762,0.428571429,0.333333333,12.32006124,5,407,0,0,0,0,4,656,7,472,3,88
LTR133_2013,24,0.923010113,2.775803984,0.873428876,0.115658499,410,13.38094478,0.8125,0.5625,0.25,18.46472708,5,133,0,0,4,92,4,81,14,254,6,75
LTR133_2014,35,0.952953124,3.257464732,0.916215424,0.093070421,1066,21.6674937,0.717391304,0.47826087,0.239130435,25.66093991,12,299,0,0,2,40,10,527,22,456,3,83
LTR133_2015,45,0.933756353,3.177482308,0.834716058,0.070610718,1546,15.23478161,0.68852459,0.426229508,0.262295082,25.85430933,25,1076,0,0,4,110,3,94,37,1417,5,35
LTR133_2016,9,0.797839506,1.849770416,0.841866796,0.205530046,72,5.237704918,0.875,0.0625,0.8125,9,1,5,0,0,0,0,2,29,5,34,2,9
LTR133_2017,11,0.879817331,2.19227991,0.914251733,0.199298174,134,8.805335968,0.823529412,0.470588235,0.352941176,10.06523268,3,46,0,0,0,0,4,66,6,62,1,6
LTR133_2020,15,0.91304774,2.571034242,0.949404203,0.171402283,101,12.84987277,0.761904762,0.476190476,0.285714286,14.87744813,2,11,0,0,2,30,4,26,10,72,1,3
LTR1348_2010,20,0.859008,2.289358091,0.764206505,0.114467905,250,7.270497547,NA,NA,NA,18.46120042,11,185,0,0,2,4,1,1,18,241,1,8
LTR1348_2012,28,0.938578486,2.994458973,0.898642014,0.106944963,2982,16.36482829,0.769230769,0.487179487,0.282051282,25.24267877,13,1467,0,0,3,72,7,777,19,1865,2,340
LTR1348_2013,27,0.947854666,3.070387787,0.931595801,0.113718066,556,19.82652274,0.777777778,0.377777778,0.4,25.47854874,10,323,1,4,2,58,3,37,20,474,3,41
LTR1348_2014,26,0.809729005,2.267207686,0.695868787,0.087200296,177,5.385892116,0.822222222,0.4,0.422222222,26,13,50,0,0,2,5,4,4,22,173,0,0
LTR1348_2015,31,0.853336819,2.450433628,0.713582632,0.079046246,303,6.952286886,0.5,0.315789474,0.184210526,26.29966243,14,162,0,0,6,34,2,6,29,297,0,0
LTR1348_2016,20,0.929439484,2.751135439,0.918351571,0.137556772,336,14.75229358,0.813953488,0.279069767,0.534883721,18.67576581,5,105,0,0,1,25,7,110,10,183,3,43
LTR1348_2017,20,0.906768057,2.583469352,0.862383256,0.129173468,286,11.10490463,0.709677419,0.35483871,0.35483871,18.40737228,6,92,0,0,4,28,3,69,14,180,3,37
LTR1348_2020,27,0.936102736,2.964243809,0.899390331,0.109786808,506,16.117699,0.617647059,0.411764706,0.205882353,24.70285672,7,100,0,0,1,44,8,206,16,262,3,38
LTR137_2010,14,0.886977814,2.348351224,0.889844718,0.167739373,183,9.246529706,NA,NA,NA,13.76646397,5,79,1,3,1,25,1,18,11,134,1,28
LTR137_2012,19,0.91041907,2.670616915,0.907003655,0.140558785,459,11.41642229,0.821428571,0.5,0.321428571,18.73752749,9,258,0,0,1,61,1,19,16,408,2,32
LTR137_2013,33,0.954862681,3.279892573,0.938048185,0.099390684,965,22.65169962,0.818181818,0.568181818,0.25,30.45026784,9,331,1,35,4,97,7,299,23,587,2,44
LTR137_2014,23,0.940284879,2.9317364,0.935015726,0.1274668,148,18.75517241,0.755555556,0.266666667,0.488888889,23,7,42,1,11,1,10,7,57,13,70,2,10
LTR137_2015,32,0.93903663,2.988153944,0.862198975,0.093379811,403,17.05685407,0.69047619,0.452380952,0.238095238,25.45316473,11,95,0,0,1,17,10,236,21,166,1,1
LTR137_2016,32,0.735614815,2.151307495,0.620736131,0.067228359,450,3.805944846,0.745098039,0.37254902,0.37254902,23.35057266,14,309,1,1,3,13,4,14,25,412,2,23
LTR137_2017,18,0.916897507,2.637776077,0.912607892,0.146543115,152,12.98190045,0.75,0.2,0.55,17.94632271,5,49,1,5,3,19,4,36,12,88,1,23
LTR137_2020,23,0.854574947,2.34111717,0.746650132,0.101787703,379,6.984982935,0.828571429,0.485714286,0.342857143,19.07632348,5,143,2,7,1,108,6,42,12,285,3,45
LTR1438_2010,24,0.829293076,2.259841555,0.71107718,0.094160065,166,6.035698546,NA,NA,NA,24,12,107,1,34,2,5,1,1,20,126,2,5
LTR1438_2012,29,0.949793029,3.147215497,0.934641818,0.108524672,2595,20.06387481,0.76744186,0.441860465,0.325581395,26.82461833,15,1659,1,29,0,0,5,308,21,2054,2,204
LTR1438_2013,23,0.934139705,2.913744169,0.929277482,0.126684529,501,15.62694947,0.666666667,0.256410256,0.41025641,22.3310751,11,268,1,17,5,81,0,0,21,455,1,29
LTR1438_2014,31,0.853148283,2.384686167,0.694436533,0.07692536,370,6.918516266,0.744186047,0.465116279,0.279069767,23.73804987,15,312,2,9,4,8,1,6,27,353,1,2
LTR1438_2015,38,0.89145635,2.717059926,0.746940363,0.071501577,661,9.328971003,0.531914894,0.340425532,0.191489362,25.27552016,22,546,2,18,6,34,1,11,34,631,1,1
LTR1438_2016,30,0.936845071,2.972256598,0.87388536,0.09907522,779,16.14185266,0.692307692,0.269230769,0.423076923,25.0983408,18,527,1,14,3,76,2,8,26,695,1,62
LTR1438_2017,16,0.883105905,2.322718167,0.837743495,0.145169885,182,8.927371274,0.789473684,0.210526316,0.578947368,15.55986996,10,120,2,39,1,3,0,0,13,134,1,9
LTR1438_2020,36,0.938453333,3.116342609,0.869631963,0.086565072,750,16.58547387,0.731707317,0.609756098,0.12195122,30.40205831,21,515,2,15,6,105,0,0,31,678,3,57
LTR1462_2010,22,0.883911133,2.575935693,0.833355003,0.117087986,128,9.163472379,NA,NA,NA,17.23157283,4,45,1,6,1,4,5,32,13,73,2,13
LTR1462_2011,9,0.693816885,1.517949388,0.690848539,0.168661043,58,3.401234568,0.807692308,0.153846154,0.653846154,9,0,0,0,0,1,16,3,8,5,23,1,27
LTR1462_2012,18,0.889729049,2.502218968,0.865708351,0.139012165,69,10.28947368,0.826086957,0.608695652,0.217391304,17.05899445,4,7,0,0,2,7,7,38,10,25,1,6
LTR1462_2013,28,0.93371582,2.957565397,0.887570192,0.105627336,128,16.96868476,0.756756757,0.513513514,0.243243243,21.32797511,8,56,0,0,6,11,5,23,21,92,2,13
LTR1462_2014,34,0.9498022,3.216375967,0.912095047,0.094599293,393,20.93152174,0.76,0.44,0.32,23.75104948,13,117,0,0,6,58,8,131,25,250,1,12
LTR1462_2015,32,0.825679236,2.542770082,0.733688357,0.079461565,665,5.777766147,0.821428571,0.392857143,0.428571429,18.40939805,10,371,0,0,10,79,6,121,22,517,4,27
LTR1462_2016,18,0.906035665,2.590263706,0.89616974,0.143903539,162,11.3203125,0.80952381,0.238095238,0.571428571,15.81346114,7,67,0,0,2,14,3,19,14,140,1,3
LTR1462_2017,30,0.91192192,2.837295593,0.834204921,0.09457652,311,11.7458577,0.769230769,0.538461538,0.230769231,19.58327282,6,52,1,64,1,18,9,101,16,108,4,38
LTR1462_2020,34,0.930552355,2.952310955,0.837211889,0.086832675,841,14.63275198,0.693877551,0.387755102,0.306122449,19.57090127,10,276,2,72,3,99,8,172,21,546,3,51
LTR161_2010,41,0.920026129,2.929383429,0.788831717,0.071448376,830,12.6800457,NA,NA,NA,39.42586565,17,318,3,28,3,10,6,160,29,574,5,68
LTR161_2012,30,0.908740803,2.953592821,0.868397946,0.098453094,1626,11.02536177,0.660377358,0.226415094,0.433962264,29.99785056,13,578,0,0,3,79,4,292,23,872,3,462
LTR161_2013,35,0.936421519,3.037878743,0.85445326,0.086796536,2096,15.83995267,0.645833333,0.375,0.270833333,33.73434628,9,653,0,0,8,156,6,580,28,1269,1,247
LTR161_2014,30,0.95311925,3.183088173,0.935872817,0.106102939,855,21.85090974,0.645833333,0.270833333,0.375,29.957476,9,332,0,0,3,65,5,170,22,589,3,96
LTR161_2015,34,0.923883454,2.906408759,0.824195013,0.085482611,1540,13.24218619,0.693877551,0.387755102,0.306122449,32.51389488,16,600,0,0,3,202,7,404,26,894,1,242
LTR161_2016,29,0.909531675,2.784724653,0.826991388,0.096024988,822,11.1906278,0.74,0.32,0.42,28.97137583,8,284,3,9,5,64,6,333,19,433,3,47
LTR161_2017,44,0.95225677,3.356166488,0.886891729,0.076276511,1411,21.24591529,0.622641509,0.452830189,0.169811321,43.43600119,27,643,0,0,2,108,7,402,35,854,2,155
LTR161_2020,29,0.884641582,2.570748644,0.763446033,0.088646505,695,8.765492676,0.762711864,0.254237288,0.508474576,29,7,284,3,12,3,57,4,75,22,429,2,179
LTR175_2010,29,0.908551118,2.70855739,0.804371676,0.093398531,312,11.29592549,NA,NA,NA,29,14,216,0,0,4,27,1,1,25,306,3,5
LTR175_2012,28,0.943750317,3.1013945,0.93073354,0.110764089,2572,17.89465537,0.787234043,0.382978723,0.404255319,27.26964144,13,1257,0,0,3,140,6,468,21,1727,1,377
LTR175_2013,30,0.933218153,2.951747952,0.867855529,0.098391598,2091,15.0749229,0.765957447,0.404255319,0.361702128,26.61024701,12,1175,0,0,4,216,4,402,23,1557,3,132
LTR175_2014,35,0.873806877,2.465569291,0.693481833,0.070444837,835,7.99070568,0.617021277,0.361702128,0.255319149,26.06193325,21,680,0,0,4,10,2,14,31,819,2,2
LTR175_2015,40,0.777889343,2.273760793,0.616382514,0.05684402,695,4.525096163,0.5,0.3,0.2,31.76481198,20,518,0,0,7,28,1,3,37,685,2,7
LTR175_2016,22,0.910466576,2.692113289,0.870940251,0.122368786,626,11.35374347,0.76,0.2,0.56,21.56304276,7,330,1,3,5,72,3,90,14,482,4,51
LTR175_2017,17,0.910261592,2.547527119,0.899165297,0.149854536,425,11.41662443,0.44,0.12,0.32,16.59363046,7,206,0,0,4,113,1,24,12,338,4,63
LTR175_2020,25,0.937007255,2.95224682,0.917167042,0.118089873,422,16.4562801,0.764705882,0.5,0.264705882,24.21769567,13,305,2,23,6,69,0,0,21,376,2,23
LTR192_2010,29,0.8722347,2.544473889,0.755643109,0.087740479,522,7.930771025,NA,NA,NA,26.85675671,17,375,0,0,3,31,2,14,26,507,1,1
LTR192_2012,30,0.951833808,3.200192376,0.940901693,0.106673079,3334,20.88527986,0.659090909,0.340909091,0.318181818,29.66035948,15,1833,0,0,4,280,5,572,24,2614,1,148
LTR192_2013,41,0.958459854,3.382719574,0.910907211,0.082505355,3561,24.23013849,0.660377358,0.433962264,0.226415094,36.95132384,13,1768,3,48,7,542,5,548,34,2897,1,68
LTR192_2014,37,0.803850446,2.213053826,0.612878465,0.059812266,1120,5.11689054,0.677966102,0.305084746,0.372881356,26.60239098,21,931,0,0,4,46,3,19,33,1098,1,3
LTR192_2015,51,0.905909689,3.008247409,0.765101937,0.058985243,378,10.90662789,0.646153846,0.430769231,0.215384615,49.17309501,17,233,0,0,12,47,6,44,43,332,2,2
LTR192_2016,37,0.940093587,3.131931687,0.867350564,0.084646802,789,17.03188692,0.686567164,0.23880597,0.447761194,35.00367672,12,326,3,8,6,116,5,178,28,551,3,52
LTR192_2017,31,0.935252009,3.009503761,0.876387587,0.097080766,370,16.07369908,0.64,0.26,0.38,30.65631949,10,106,0,0,6,34,7,129,21,198,3,43
LTR192_2020,21,0.907614796,2.682856367,0.881207619,0.127755065,339,11.14827788,0.761904762,0.261904762,0.5,21,3,80,3,9,2,17,4,69,13,178,3,83
