"name","aqem","taxon","aqem2","gen","sp","tachalt_low","tachalt_pie","tachalt_alt","tachaqua_egg","tachaqua_larva","tachaqua_nymph","tachaqua_adult","current_lib","current_lip","current_lrp","current_rlp","current_rhp","current_rhb","current_ind","tachcurr_null","tachcurr_slow","tachcurr_medium","tachcurr_fast","tachdisp_aquapass","tachdisp_aquaact","tachdisp_aerpass","tachdisp_aeract","tachfeed_abs","tachfeed_dpf","tachfeed_shr","tachfeed_scr","tachfeed_fif","tachfeed_pie","tachfeed_pre","tachfeed_par","feeding_gra","feeding_min","feeding_xyl","feeding_shr","feeding_gat","feeding_aff","feeding_pff","feeding_pre","feeding_par","feeding_oth","tachfood_mior","tachfood_detl1","tachfood_dpg1","tachfood_limi","tachfood_lima","tachfood_dag1","tachfood_lmic","tachfood_lmac","tachfood_vert","tachlifedur_less1","tachlifedur_gr1","tachloco_flr","tachloco_ssw","tachloco_wsw","tachloco_crw","tachloco_bur","tachloco_int","tachloco_tat","tachloco_pat","locomotion_sws","locomotion_swd","locomotion_bub","locomotion_spw","locomotion_ses","locomotion_oth","tachlongdist_cr","tachlongdist_er","tachlongdist_mr","tachlongdist_hr","tachlongdist_ep","tachlongdist_mp","tachlongdist_est","tachlongdist_out","tachsize_less0.25","tachsize_0.25to0.5","tachsize_0.5to1","tachsize_1to2","tachsize_2to4","tachsize_4to8","tachsize_gr8","microhab_arg","microhab_pel","microhab_psa","microhab_aka","microhab_lit","microhab_phy","microhab_pom","microhab_oth","tachph_less4","tachph_4to4.5","tachph_4.5to5","tachph_5to5.5","tachph_5.5to6","tachph_gr6","tachrepcyc_less1","tachrepcyc_one","tachrepcyc_gr1","tachrepro_ovo","tachrepro_fie","tachrepro_cie","tachrepro_fic","tachrepro_frc","tachrepro_vec","tachrepro_tec","tachrepro_ase","tachresist_egg","tachresist_coc","tachresist_hou","tachresist_did","tachresist_non","tachrespir_teg","tachrespir_gil","tachrespir_pls","tachrespir_spi","tachrespir_ves","tachsal_frw","tachsal_brw","tachsap_x","tachsap_o","tachsap_b","tachsap_a","tachsap_p","streamzone_euc","streamzone_hyc","streamzone_erh","streamzone_mrh","streamzone_hrh","streamzone_epo","streamzone_mpo","streamzone_hpo","streamzone_lit","streamzone_pro","tachsub_fbcp","tachsub_grvl","tachsub_sand","tachsub_silt","tachsub_macp","tachsub_micp","tachsub_twro","tachsub_odli","tachsub_mud","tachtemp_psy","tachtemp_the","tachtemp_eut","tachtransdist_rich","tachtransdist_bcsa","tachtransdist_ppdsa","tachtransdist_mapb","tachtransdist_tmpw","tachtransdist_lake","tachtransdist_gw","tachtroph_oli","tachtroph_meso","tachtroph_eu","adspan_less1wk","adspan_gr1wk","adspan_gr1mon","adspan_gr1yr","fmwing_less5","fmwing_5to10","fmwing_10to15","fmwing_15to20","fmwing_20to30","fmwing_30to40","fmwing_40to50","fmwing_gr50","wingpair_no","wingpair_1hind","wingpair_1elhe","wingpair_2","wing_pair_1halt","fecund_less100","fecund_100to1000","fecund_1000to3000","fecund_gr3000","drift_rare","drift_occ","drift_freq"
"ANABOLIA_SP.",4301,"ANABOLIA SP.",4301,"ANABOLIA","SP.",3,0,0,3,3,3,0,0,1,0,0,0,0,0,1,3,2,0,3,2,0,3,0,1,3,2,0,0,1,0,2,0,0,5,1,0,0,2,0,0,0,1,3,3,3,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,1,3,5,3,2,1,0,4,0,0,0,2,3,0,0,0,0,0,0,0,6,2,2,0,0,1,1,2,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,1,2,3,0,0,0,3,1,0,1,3,1,0,0,0,0,0,0,2,2,0,6,0,3,0,2,0,5,0,0,1,0,0,0,3,0,2,3,0,1,3,0,2,3,1,0,1,3,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0
"ANAX_IMPERATOR",4308,"ANAX IMPERATOR",4308,"ANAX","IMPERATOR",3,1,0,2,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,1,2,2,0,0,2,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,3,0,0,1,0,0,0,8,1,0,0,0,1,2,3,3,1,3,0,0,0,0,0,0,3,2,0,2,0,0,2,2,1,3,0,0,0,3,1,0,1,3,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,3,0,1,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,0,3,0,0,3,0,0
"ANAX_PARTHENOPE",7430,"ANAX PARTHENOPE",7430,"ANAX","PARTHENOPE",3,1,0,2,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,1,2,2,0,0,2,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,3,0,0,0,1,1,1,6,1,0,0,0,1,2,3,3,1,3,0,0,0,0,0,0,3,2,0,2,0,0,2,2,1,3,0,0,0,3,1,0,1,3,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,3,0,1,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,0,3,0,0,3,0,0
"ANCYLUS_FLUVIATILIS",4310,"ANCYLUS FLUVIATILIS",4310,"ANCYLUS","FLUVIATILIS",3,2,1,3,0,0,3,0,0,0,0,0,1,0,1,1,3,2,2,1,1,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,10,0,0,2,3,4,1,1,1,0,1,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,2,1,2,2,2,0,0,1,2,2,2,2,0,0,1,0,5,4,0,0,2,2,1,0,0,0,0,3,3,3,0,0,1,1,0,2,1,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,3,1,0,0,3,0,0
"ANISUS_SP.",8874,"ANISUS SP.",8874,"ANISUS","SP.",3,0,0,3,0,0,1,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0,0,3,4,3,1,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,2,2,1,0,4,0,0,3,2,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,1,3,0,3,0,0,0,0,3,0,0,0,0,1,0,1,3,0,3,0,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,0,1,1,8,0,3,1,0,0,5,1,0,0,3,0,0,3,0,3,2,0,3,0,0,3,2,0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,3,0,0,3,0,0
"ANISUS_SPIRORBIS",4317,"ANISUS SPIRORBIS",4317,"ANISUS","SPIRORBIS",3,0,0,3,0,0,1,1,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0,0,3,4,3,1,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,2,2,1,0,4,0,0,3,2,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1,3,0,3,0,0,0,0,3,0,0,0,0,1,0,1,3,0,3,0,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,0,0,0,10,0,3,1,0,0,5,1,0,0,3,0,0,3,0,3,2,0,3,0,0,3,2,0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,1,3,0,0,3,0,0
"ANISUS_VORTEX",4318,"ANISUS VORTEX",4318,"ANISUS","VORTEX",3,0,0,3,0,0,1,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0,0,3,4,3,1,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,2,2,1,0,4,0,0,3,2,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1,3,0,3,0,0,0,0,3,0,0,0,0,1,0,1,3,0,3,0,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,2,2,2,4,0,3,1,0,0,5,1,0,0,3,0,0,3,0,3,2,0,3,0,0,3,2,0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,1,3,0,0,3,0,0
"ANODONTA_ANATINA",7381,"ANODONTA ANATINA",7381,"ANODONTA","ANATINA",3,0,0,3,3,0,3,0,0,0,1,0,0,0,3,3,0,0,3,1,2,0,0,0,0,0,3,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,3,2,0,3,0,3,0,3,0,0,0,0,3,0,1,0,0,0,3,2,5,0,0,0,1,2,4,4,0,1,0,0,0,0,0,0,3,0,5,3,2,0,0,0,0,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,1,0,1,2,2,0,0,0,0,1,2,2,2,0,3,0,0,2,5,4,2,0,0,0,4,0,0,3,0,1,2,0,0,1,0,1,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,0,0,0,3,3,0,0
"ANODONTA_CYGNEA",4324,"ANODONTA CYGNEA",4324,"ANODONTA","CYGNEA",3,0,0,3,3,0,3,0,1,0,0,0,0,0,3,3,0,0,3,1,2,0,0,0,0,0,3,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,3,2,0,3,0,3,0,3,0,0,0,0,3,0,1,0,0,0,3,2,5,0,0,0,1,2,4,4,0,1,0,0,0,0,0,0,3,0,8,2,0,0,0,0,0,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,1,0,1,2,2,0,0,0,0,0,0,1,1,0,8,0,0,2,5,4,2,0,0,0,4,0,0,3,0,1,2,0,0,1,0,1,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,0,0,0,3,3,0,0
"ANODONTA_SP.",4326,"ANODONTA SP.",4326,"ANODONTA","SP.",3,0,0,3,3,0,3,0,0,1,0,0,0,0,3,3,0,0,3,1,2,0,0,0,0,0,3,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,3,2,0,3,0,3,0,3,0,0,0,0,3,0,1,0,0,0,3,2,5,0,0,0,1,2,4,4,0,1,0,0,0,0,0,0,3,0,7,2,1,0,0,0,0,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,2,0,5,0,0,2,5,4,2,0,0,0,4,0,0,3,0,1,2,0,0,1,0,1,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,3,3,0,0
"ANOPHELES_SP.",4328,"ANOPHELES SP.",4328,"ANOPHELES","SP.",3,0,0,1,3,3,0,0,0,1,0,0,0,0,3,2,0,0,0,0,2,3,0,2,0,1,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,4,1,0,0,0,0,0,0,5,0,5,0,0,0,0,1,1,1,0,1,5,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,1,1,1,1,1,2,0,2,2,0,3,0,0,1,0,0,0,1,0,0,2,1,0,0,0,3,0,3,2,0,1,3,2,2,0.5,0,0,0,0,0,0,0,9.5,0,0,0,0,0,3,1,0,1,0,1,0,3,0,1,4,2,4,2,0,1,2,1,NA,NA,NA,NA,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0
"APATANIA_AURICULA",10656,"APATANIA AURICULA",10656,"APATANIA","AURICULA",2,3,1,2,3,3,0,0,1,0,0,0,0,0,0,3,2,2,3,2,0,2,0,1,0,3,0,0,1,0,8,0,0,0,2,0,0,0,0,0,0,1,1,4,1,0,0,1,0,3,1,0,0,0,5,0,0,1,0,0,0,0,8,0,2,3,2,2,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,3,3,1,3,0,0,0,0,3,0,0,3,0,0,0,0,2,1,3,2,0,0,0,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,10,0,3,2,2,1,2,0,0,2,1,3,0,0,2,0,2,0,2,2,0,3,1,0,0,3,1,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,3,2,0,0,3,0,0
"APATANIA_SP.",4334,"APATANIA SP.",4334,"APATANIA","SP.",2,3,1,2,3,3,0,0,0,0,0,1,0,0,0,3,2,2,3,2,0,2,0,1,0,3,0,0,1,0,8,0,0,0,2,0,0,0,0,0,0,1,1,4,1,0,0,1,0,3,1,0,0,0,5,0,0,1,0,0,0,0,10,0,0,3,2,2,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,3,3,1,3,0,0,0,0,3,0,0,3,0,0,0,0,2,1,3,2,0,0,0,3,1,3,2,1,0,0,3.65217391304348,3.60869565217391,0.608695652173913,0.347826086956522,0.347826086956522,0.217391304347826,0,0,1.21739130434783,0,3,2,2,1,2,0,0,2,1,3,0,0,2,0,2,0,2,2,0,3,1,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,3,0,0
"APHELOCHEIRUS_AESTIVALIS",4335,"APHELOCHEIRUS AESTIVALIS",4335,"APHELOCHEIRUS","AESTIVALIS",3,0,0,3,3,0,3,0,0,0,0,0,1,0,0,2,3,2,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,3,3,0,0,0,0,2,0,5,0,3,0,0,0,3,3,3,0,1,0,0,2,2,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,0,0,1,2,0,0,0,0,0,0,2,8,0,0,0,0,5,3,1,1,3,0,1,1,0,0,0,3,3,1,0,0,0,1,0,3,0,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA,3,0,0,0,3,0,0
"ASELLUS_AQUATICUS",8691,"ASELLUS AQUATICUS",8691,"ASELLUS","AQUATICUS",3,0,0,3,3,0,3,0,0,0,0,0,0,1,3,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,1,3,1,1,0,0,0,0,3,1,0,0,0,3,0,2,0,0,0,5,0,5,0,0,2,2,2,2,2,2,2,2,0,0,0,3,0,0,0,0,1,0,0,2,4,3,0,1,1,1,2,3,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,3,2,0,0,2,3,1,0,0,1,1,1,2,2,1,2,0,1,1,1,0,5,3,2,3,1,0,0,3,3,5,3,0,0,2,0,1,3,2,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,2,2,0,0,3,1,1
"ASTACUS_LEPTODACTYLUS",4358,"ASTACUS LEPTODACTYLUS",4358,"ASTACUS","LEPTODACTYLUS",3,0,0,3,3,0,3,0,0,0,1,0,0,0,2,2,1,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,3,0,0,3,0,4,0,0,1,0,1,0,0,2,2,0,3,0,0,1,4,2,0,0,0,0,0,0,10,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,0,0,1,1,1,1,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,1,0,1,2,1,0,0,0,0,0,0,0,2,0,7,1,2,0,1,0,0,0,0,0,1,2,2,2,0,2,2,0,0,1,0,3,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,0,3,2,1,3,0,0
"ASTACUS_SP.",4359,"ASTACUS SP.",4359,"ASTACUS","SP.",3,0,0,3,3,0,3,0,0,0,0,1,0,0,2,2,1,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,3,0,0,3,0,4,0,0,1,0,1,0,0,2,2,0,3,0,0,1,4,2,0,0,0,0,1,0,9,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,3,0,1,0,2,4,1,2,0,0,0,1,1,1,1,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,1,0,1,2,1,0,0,1,2,1,1,1,1,0,2,1,2,0,1,0,0,0,0,0,1,2,2,2,0,2,2,0,0,1,0,3,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,3,2,1,3,0,0
"ATHERICIDAE_GEN._SP.",7750,"ATHERICIDAE GEN. SP.",7750,NA,NA,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0.5,2.5,1.5,0,0.5,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,5,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1.5,1.5,1.5,1,0.5,0,1,0,0,0,1.5,1.5,0,0,0,0,2.33333333333333,3.33333333333333,3,1,0.333333333333333,0,0,0,0,0,1,3,0.75,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,3,0,0.5,1.5,3,0.5,0,0,0,0,2,3,3,2,0,0,0,2,1.5,2,1,2,0,0.5,0.5,1.5,0,0,3,0.5,2,1,0,0,1.5,0,2.5,1.5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,NA,0,3,0,0,3,0,0
"ATHERIX_IBIS",4363,"ATHERIX IBIS",4363,"ATHERIX","IBIS",1,1,1,0,3,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,5,0,2,0,0,NA,NA,NA,NA,NA,NA,1,2,2,2,1,0,0,1,0,0,0,0,3,0,0,0,0,1,2,4,2,1,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,3,0,1,2,3,1,0,0,0,0,2,3,3,2,0,0,0,4,2,0,0,4,0,1,1,1,0,0,3,1,2,0,0,0,1,0,3,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,NA,0,3,0,0,3,0,0
"ATHERIX_SP.",4365,"ATHERIX SP.",4365,"ATHERIX","SP.",1,1,1,0,3,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,5,0,2,0,0,NA,NA,NA,NA,NA,NA,1,2,2,2,1,0,0,1,0,0,0,0,3,0,0,0,0,1,3,5,1,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,3,0,1,2,3,1,0,0,0,0,2,3,3,2,0,0,0,4,2,0,0,4,0,1,1,1,0,0,3,1,2,0,0,0,1,0,3,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0
"ATHRIPSODES_ALBIFRONS",4366,"ATHRIPSODES ALBIFRONS",4366,"ATHRIPSODES","ALBIFRONS",3,0,0,3,3,3,0,0,0,0,1,0,0,0,1,3,1,0,2,1,1,3,0,0,3,1,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,0,1,2,3,4,3,1,1,0,0,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,1,0,1,3,1,0,0,0,0,2,6,2,0,0,0,0,4,2,1,1,2,0,3,1,1,1,0,3,0,4,2,0,0,3,0,1,3,0,2,2,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,3,0,0
"ATHRIPSODES_ATERRIMUS",4367,"ATHRIPSODES ATERRIMUS",4367,"ATHRIPSODES","ATERRIMUS",3,0,0,3,3,3,0,1,0,0,0,0,0,0,1,3,1,0,2,1,1,3,0,0,3,1,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,0,1,2,3,4,3,1,1,0,0,2,2,0,0,0,0,0,0,0,0,10,0,0,0,0,2,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,1,0,1,3,1,0,0,0,0,0,0,1,1,0,8,0,4,2,1,1,2,0,3,1,1,1,0,3,0,4,2,0,0,3,0,1,3,0,2,2,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,3,0,0
"ATHRIPSODES_BILINEATUS_SSP.",21232,"ATHRIPSODES BILINEATUS SSP.",21232,"ATHRIPSODES","BILINEATUS SSP.",3,0,0,3,3,3,0,0,0,0,1,0,0,0,1,3,1,0,2,1,1,3,0,0,3,1,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,0,1,2,3,4,3,1,1,0,0,2,2,0,0,0,0,0,0,5,5,0,0,0,0,0,2,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,1,0,1,3,1,0,0,0,0,2,6,2,0,0,0,0,4,2,1,1,2,0,3,1,1,1,0,3,0,4,2,0,0,3,0,1,3,0,2,2,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,3,0,0
"ATHRIPSODES_CINEREUS",4369,"ATHRIPSODES CINEREUS",4369,"ATHRIPSODES","CINEREUS",3,0,0,3,3,3,0,0,0,1,0,0,0,0,1,3,1,0,2,1,1,3,0,0,3,1,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,0,1,2,3,4,3,1,1,0,0,2,2,0,0,0,0,0,0,5,5,0,0,0,0,0,2,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,1,0,1,3,1,0,0,0,0,0,3,3,0,0,3,1,4,2,1,1,2,0,3,1,1,1,0,3,0,4,2,0,0,3,0,1,3,0,2,2,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,3,0,0
"ATHRIPSODES_SP.",4371,"ATHRIPSODES SP.",4371,"ATHRIPSODES","SP.",3,0,0,3,3,3,0,0.333333333333333,0,0.111111111111111,0.333333333333333,0.111111111111111,0,0.111111111111111,1,3,1,0,2,1,1,3,0,0,3,1,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,0,1,2,3,4,3,1,1,0,0,2,2,0,0,0,0,0,0,5,5,0,0,0,0,0,2,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,1,0,1,3,1,0,0,0,0,1,5,2,1,0,1,0,4,2,1,1,2,0,3,1,1,1,0,3,0,4,2,0,0,3,0,1,3,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0
"ATRICHOPS_CRASSIPES",4374,"ATRICHOPS CRASSIPES",4374,"ATRICHOPS","CRASSIPES",1,1,1,0,3,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,3,0,0,1,3,0,0,0,0,0,2,3,3,2,0,0,0,0,1,4,2,0,0,0,0,2,0,0,3,0,2,2,0,0,2,0,2,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,NA,0,3,0,0,3,0,0
"ATRICHOPS_SP.",10667,"ATRICHOPS SP.",10667,"ATRICHOPS","SP.",1,1,1,0,3,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,3,0,0,1,3,0,0,0,0,0,2,3,3,2,0,0,0,0,1,4,2,0,0,0,0,2,0,0,3,0,2,2,0,0,2,0,2,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0
"BAETIDAE_GEN._SP.",4380,"BAETIDAE GEN. SP.",4380,NA,NA,3,1,0.285714285714286,3,3,0,0,0,0,0,0,0,0,1,0.714285714285714,1.57142857142857,1.28571428571429,0.428571428571429,1.9,1.8,1,2.1,0,1.28571428571429,0.571428571428571,2.28571428571429,0,0,0.428571428571429,0,5,0,0,0,5,0,0,0,0,0,0,1.57142857142857,0.571428571428571,2.57142857142857,0.428571428571429,0.142857142857143,0.285714285714286,0.714285714285714,0,3,0,0,0,2.71428571428571,1.85714285714286,0.142857142857143,0.142857142857143,0,0,0,6.09523809523809,0.238095238095238,3.66666666666667,0,0,0.714285714285714,1.57142857142857,2.14285714285714,3.28571428571429,2.28571428571429,0.714285714285714,0.142857142857143,1.42857142857143,0,0,3,0.0909090909090909,0,0,0,0,0,0,2,3,4,0,1,0.142857142857143,0.285714285714286,0.571428571428571,1,1.71428571428571,3,0,1.72727272727273,1.90909090909091,0.428571428571429,0.142857142857143,1.57142857142857,1.28571428571429,0,0,0,0,1.28571428571429,0,0,0,1.85714285714286,1,2,0,0,0,3,0.428571428571429,0.285714285714286,1,2.57142857142857,1.42857142857143,0,0,1,1,1,2,1,1,0,3,0,1.71428571428571,0.857142857142857,1.28571428571429,0.428571428571429,2.71428571428571,0,0.571428571428571,0.714285714285714,0.142857142857143,0,0.285714285714286,3,1.28571428571429,2.42857142857143,0.857142857142857,0,0.714285714285714,1,0,1.14285714285714,2.57142857142857,1.57142857142857,2.83333333333333,0.333333333333333,0,0,0.333333333333333,2.83333333333333,0.333333333333333,0,0,0,0,0,0,0,3,0,NA,0,1.6,2,0.4,0.8,0.8,1.8
